image_id,image description,frames,Emotions,Values,Triggers
623,arafed car on the street with a bicycle on the side of it,"frame:Roadways, frame:Vehicle",,,"https://w3id.org/framester/wn/wn30/instances/synset-street-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-car-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-bicycle-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-side-noun-1"
625,a person pointing at a sign that says texting while driving,"frame:RideVehicle, frame:CauseMotion, frame:Bringing, frame:CauseToPerceive, frame:Sign, frame:Statement, frame:SelfMotion, frame:Adducing, frame:People, frame:OperateVehicle, frame:Request, frame:Communication, frame:Evidence, frame:TextCreation",,,"https://w3id.org/framester/wn/wn30/instances/synset-sign-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-person-noun-1"
626,arafed image of a man standing on a porch with a car,"frame:Posture, frame:Placing, frame:Vehicle, frame:People, frame:Awareness, frame:ChangePosture, frame:BeingLocated, frame:BuildingSubparts",,folk:Consciousness,"https://w3id.org/framester/wn/wn30/instances/synset-image-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-image-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-porch-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-car-noun-1"
627,two pictures of a drawing of a man in a bath tub and a woman in a bath tub,"frame:BuildingSubparts, frame:Grooming, frame:People",,mft:Care,"https://w3id.org/framester/wn/wn30/instances/synset-bathtub-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-drawing-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1, https://w3id.org/framester/data/framestercore/Grooming"
634,there is a poster with a picture of a roasting chicken on a plate,"frame:OpticalImage, frame:Food, frame:Attaching, frame:Sensation, frame:ApplyHeat",,,"https://w3id.org/framester/wn/wn30/instances/synset-poster-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-chicken-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-there-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-picture-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-plate-noun-4"
637,a close up of a boat on a body of water with ice,"frame:Vehicle, frame:PartWhole, frame:CauseTemperatureChange, frame:InchoativeChangeOfTemperature, frame:Substance",,,"https://w3id.org/framester/wn/wn30/instances/synset-water-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-body-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-boat-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-ice-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1"
638,a close up of a person on a ground with a turtle,"frame:People, frame:NaturalFeatures",,,"https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-turtle-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-person-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-land-noun-4"
640,a cartoon picture of a man with a hat and a belt,"frame:OpticalImage, frame:CreateRepresentation, frame:LaborProduct, frame:Accoutrements, frame:WorkingOn, frame:Sensation, frame:People",,,"https://w3id.org/framester/wn/wn30/instances/synset-belt-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-hat-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-picture-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-cartoon-noun-1"
642,dominos with a picture of a man on them sitting on a table,"frame:OpticalImage, frame:Posture, frame:Placing, frame:Sensation, frame:ChangePosture, frame:BeingLocated, frame:People",,,"https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-picture-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-table-noun-1"
644,a close up of a clown doll in a box with a knife,"frame:Containers, frame:Weapon, frame:MeasureVolume",,mft:Harm,"https://w3id.org/framester/wn/wn30/instances/synset-box-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-knife-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-knife-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-doll-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1"
645,arafed bus on a street with a bridge over it,"frame:Roadways, frame:Vehicle",,,"https://w3id.org/framester/wn/wn30/instances/synset-bridge-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-bus-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-street-noun-1"
648,a close up of a plate with a bowl of food on it,"frame:MeasureVolume, frame:Food",,"mft:Care, folk:Helping, bhv:Benevolence","https://w3id.org/framester/wn/wn30/instances/synset-food-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-food-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-bowl-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-plate-noun-4"
651,there is a man holding a bottle of beer and a knife,"frame:Containers, frame:MeasureVolume, frame:Food, frame:Weapon, frame:People",,mft:Harm,"https://w3id.org/framester/wn/wn30/instances/synset-beer-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-bottle-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-there-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-knife-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-knife-noun-1"
654,arafed baby in diaper holding a drink and a lime,"frame:Clothing, frame:Ingestion, frame:PeopleByAge",,folk:Family,"https://w3id.org/framester/wn/wn30/instances/synset-baby-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-baby-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-diaper-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-linden-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-drink-noun-1"
656,three asian women in underwear posing for a picture in a field,"frame:Clothing, frame:OpticalImage, frame:PosingAs, frame:Sensation, frame:Feigning",,mft:Cheating,"https://w3id.org/framester/data/framestercore/PosingAs, https://w3id.org/framester/data/framestercore/Feigning, https://w3id.org/framester/wn/wn30/instances/synset-field-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-picture-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-underwear-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-Asian-adjective-1"
657,arafed image of a car with a large wing on it,"frame:ObservableBodyParts, frame:Size, frame:Vehicle, frame:Dimension, frame:Awareness",,folk:Consciousness,"https://w3id.org/framester/wn/wn30/instances/synset-image-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-image-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-large-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-wing-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-car-noun-1"
658,a woman standing next to a fire with a burning refrigerator,"frame:Posture, frame:Placing, frame:Event, frame:ChangePosture, frame:BeingLocated, frame:CauseTemperatureChange, frame:People, frame:InchoativeChangeOfTemperature",,,"https://w3id.org/framester/wn/wn30/instances/synset-refrigerator-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-burning-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-fire-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1"
659,a close up of a person shaving a carrot with a razor,"frame:Motion, frame:Food, frame:Grooming, frame:People, frame:Removing",,mft:Care,"https://w3id.org/framester/wn/wn30/instances/synset-carrot-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-person-noun-1, https://w3id.org/framester/data/framestercore/Grooming, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-razor-noun-1"
668,araff print advert featuring two men walking up stairs,"frame:Cotheme, frame:SelfMotion",,folk:Willingness,"https://w3id.org/framester/wn/wn30/instances/synset-up-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-ad-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-up-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-print-noun-2"
670,a close up of a sign on a train with a picture of a man and a child,"frame:OpticalImage, frame:Vehicle, frame:PeopleByAge, frame:Sign, frame:Sensation, frame:People",,mft:Care,"https://w3id.org/framester/wn/wn30/instances/synset-train-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-child-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-sign-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-picture-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-child-noun-1"
671,a close up of a bottle with a hose attached to it,"frame:Containers, frame:MeasureVolume, frame:RenderNonfunctional",,,"https://w3id.org/framester/wn/wn30/instances/synset-hose-noun-3, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-bottle-noun-1"
674,a close up of a leaf on a leopard print background,,,,"https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-leaf-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-background-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-print-noun-2"
675,a close up of a person holding a cigarette in their hand,"frame:ObservableBodyParts, frame:Manipulation, frame:Containing, frame:Inclusion, frame:Possession, frame:Intoxicants, frame:People",,folk:Control,"https://w3id.org/framester/wn/wn30/instances/synset-person-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-hand-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-cigarette-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/data/framestercore/Manipulation"
678,arafed image of a car parked in a parking lot at night,"frame:CalendricUnit, frame:Placing, frame:Vehicle, frame:Aggregate, frame:Awareness, frame:Quantity",,folk:Consciousness,"https://w3id.org/framester/wn/wn30/instances/synset-image-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-image-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-batch-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-night-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-parking-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-car-noun-1"
681,a poster with a hand holding a bat in it,"frame:ObservableBodyParts, frame:Manipulation, frame:Attaching, frame:Containing, frame:Inclusion, frame:Possession",,folk:Control,"https://w3id.org/framester/wn/wn30/instances/synset-bat-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-poster-noun-1, https://w3id.org/framester/data/framestercore/Manipulation, https://w3id.org/framester/wn/wn30/instances/synset-hand-noun-1"
682,a close up of a polar bear in the middle of a desert,"frame:BiologicalArea, frame:PartInnerOuter",,,"https://w3id.org/framester/wn/wn30/instances/synset-polar-adjectivesatellite-1, https://w3id.org/framester/wn/wn30/instances/synset-desert-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-bear-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-center-noun-1"
683,there is a man and a boy that are sitting on a couch,"frame:Posture, frame:Placing, frame:ChangePosture, frame:BeingLocated, frame:People",,,"https://w3id.org/framester/wn/wn30/instances/synset-sofa-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-male%20child-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-there-noun-1"
684,a close up of a pair of scissors on a table,frame:Aggregate,,,"https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-pair-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-table-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-scissors-noun-1"
685,a close up of a bottle opener on a piece of paper,"frame:Containers, frame:MeasureVolume, frame:PartWhole, frame:Filling, frame:Building, frame:Creating, frame:Substance, frame:Ingredients",,,"https://w3id.org/framester/wn/wn30/instances/synset-paper-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-piece-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-opener-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-bottle-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1"
687,a close up of a person with tattoos on their body,"frame:People, frame:PartWhole",,,"https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-person-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-body-noun-1"
688,there is a black cat that is standing in a frame,"frame:Posture, frame:Placing, frame:Color, frame:ChangePosture, frame:Animals, frame:BeingLocated",,,"https://w3id.org/framester/wn/wn30/instances/synset-black-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-cat-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-frame-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-there-noun-1"
689,a woman walking next to a dinosaur in a desert,"frame:People, frame:Cotheme, frame:SelfMotion, frame:BiologicalArea",,,"https://w3id.org/framester/wn/wn30/instances/synset-desert-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-dinosaur-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1"
691,a close up of a poster with a string of lights,"frame:Attaching, frame:Connectors",,,"https://w3id.org/framester/wn/wn30/instances/synset-string-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-poster-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1"
694,there is a woman with a cigarette in her mouth and a poster with a picture of a man,"frame:ObservableBodyParts, frame:OpticalImage, frame:Attaching, frame:Sensation, frame:ShapedPart, frame:Intoxicants, frame:People",,folk:Control,"https://w3id.org/framester/wn/wn30/instances/synset-there-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-cigarette-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-poster-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-picture-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-mouth-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-mouth-noun-1"
