image_id,image description,frames,Emotions,Values
711,there is a sign on the wall above a urinal that says take a sip,"frame:Conquering, frame:ArchitecturalPart, frame:Bringing, frame:Sign, frame:Cotheme, frame:Taking, frame:ChangeOfLeadership, frame:Getting, frame:Ingestion, frame:EarningsAndLosses, frame:Removing, frame:ChangeOfQuantityOfPossession",,"folk:Leadership, mft:Care, bhv:Power, mft:Authority, bhv:Security"
715,a close up of a wooden sculpture of a woman holding a large block,"frame:Dimension, frame:People, frame:PhysicalArtworks, frame:Size",,mft:Harm
716,a close up of a cell phone with a broken screen,"frame:Contacting, frame:CommunicationMeans, frame:Substance, frame:PartInnerOuter",,
717,a close up of a cell phone with smoke coming out of it,"frame:Contacting, frame:Emitting, frame:Arriving, frame:CommunicationMeans, frame:Substance",,
718,layss print advert featuring a man and woman with food,"frame:Food, frame:People",,"mft:Care, bhv:Benevolence, folk:Helping"
719,there is a small pizza with many toppings on a plate,"frame:Dimension, frame:Size",,
722,arafed man with a syring in his mouth and a quote about smoking,"frame:People, frame:ObservableBodyParts, frame:ShapedPart",,folk:Control
724,arafed advertisement of a car and a car on a road with a man on a motorcycle,"frame:Vehicle, frame:People, frame:Roadways, frame:RideVehicle, frame:OperateVehicle",,
725,someone is drawing a picture of a group of candles on a piece of paper,"frame:Creating, frame:Aggregate, frame:Organization, frame:CreateRepresentation, frame:PartWhole, frame:CreatePhysicalArtwork, frame:Ingredients, frame:Motion, frame:Sensation, frame:OpticalImage, frame:Filling, frame:IntentionallyCreate, frame:Substance, frame:Building",,
726,there is a poster with a picture of a bird and a gauge,,,folk:Independence
730,a couple of men are standing around a white bench,,,"folk:Association, mft:Loyalty"
736,arafed image of a yellow car driving down a street,,,"folk:Willingness, folk:Consciousness"
744,a close up of a person with a shaved head and a haircut,,,
746,a poster with a man walking with a walker and a car,"frame:Vehicle, frame:Attaching, frame:SelfMotion, frame:Cotheme, frame:People, frame:Travel",,
747,a poster with a sumo wrestler holding a child in his arms,"frame:Containing, frame:Attaching, frame:Inclusion, frame:HostileEncounter, frame:Possession, frame:Manipulation, frame:PeopleByAge, frame:Taking",be:Anger,"mft:Care, folk:Control, mft:Harm"
751,a poster advertising a bear and a child in lawn chairs,"frame:Attaching, frame:PeopleByAge",,mft:Care
752,a woman in a wheelchair with a pepsi drink on her arm,"frame:People, frame:Ingestion, frame:ObservableBodyParts, frame:ShapedPart",,
753,arafed man in a car using a cell phone,"frame:Contacting, frame:Vehicle, frame:People, frame:CommunicationMeans, frame:Using, frame:Substance, frame:IntentionallyAffect",,
754,a close up of a roll of paper with a knife on it,"frame:Text, frame:Weapon, frame:Filling, frame:Substance, frame:Ingredients",,mft:Harm
755,a vintage advertisement for a milk bar with a child on a limb,"frame:Buildings, frame:ObservableBodyParts, frame:Food, frame:PeopleByAge",,mft:Care
756,a close up of a person with a hand on their chest,"frame:People, frame:ObservableBodyParts, frame:PartWhole",,
758,a close up of a lipstick with a yellow top and a silver tube,"frame:BodyDecoration, frame:BeingLocated, frame:Supply, frame:Posture, frame:Color",,
761,a close up of a white bra top with a black and white drawing of a woman's,"frame:Clothing, frame:BeingLocated, frame:Supply, frame:Posture, frame:Color",,
762,a close up of a cell phone with a black background,"frame:Contacting, frame:Color, frame:Substance, frame:CommunicationMeans",,
763,a dark road with trees and a quote on it,"frame:Roadways, frame:Dimension",,
764,there is a water tower with a cow on top of it,"frame:Buildings, frame:Animals, frame:PartOrientational, frame:BuildingSubparts, frame:Substance",,
765,there is a green object on the sand near a nuclear power plant,"frame:BearingArms, frame:LocaleByUse, frame:Weapon, frame:Differentiation, frame:Color, frame:Substance, frame:CauseChange",,"bhv:Power, folk:Leadership, mft:Authority"
769,a picture of a road with a large crack in the middle,"frame:CauseHarm, frame:PartInnerOuter, frame:Sensation, frame:OpticalImage, frame:Roadways, frame:Dimension, frame:Size",,mft:Harm
770,a poster with a bunch of different signs on it,"frame:Attaching, frame:Aggregate",,
773,a close up of a person with a hairy face and a brown hair,"frame:ObservableBodyParts, frame:People, frame:FacialExpression, frame:Color, frame:HairConfiguration",,
777,arafed man holding a glass of wine in a street at night,"frame:Intoxicants, frame:Inclusion, frame:Possession, frame:People, frame:CalendricUnit, frame:Manipulation, frame:Containing, frame:Roadways, frame:Substance",,"mft:Care, folk:Control, bhv:Benevolence, folk:Helping"
778,purple and yellow painted shoes sitting on the ground in front of a wall,"frame:ArchitecturalPart, frame:AboundingWith, frame:ChangePosture, frame:BeingLocated, frame:Posture, frame:PartOrientational, frame:Placing, frame:Color, frame:NaturalFeatures",,"mft:Care, mft:Harm, bhv:Security"
780,arafed photograph of a man in a leather jacket leaning against a wall,"frame:Clothing, frame:ArchitecturalPart, frame:ChangePosture, frame:People, frame:Posture, frame:PathShape, frame:MotionDirectional, frame:Representing",,"mft:Care, bhv:Security"
782,two posters of a man holding a cell phone in his hand,"frame:Contacting, frame:ObservableBodyParts, frame:Inclusion, frame:Possession, frame:People, frame:CommunicationMeans, frame:Manipulation, frame:Containing, frame:Substance",,folk:Control
785,arafed pig billboard with three pigs on it on a highway,"frame:Roadways, frame:Animals",,
786,a close up of a cell phone with a tomato on it,"frame:Contacting, frame:CommunicationMeans, frame:Substance, frame:Food",,
787,cars are lined up on a highway at night with a dark sky,"frame:Adorning, frame:Locale, frame:CalendricUnit, frame:Roadways, frame:Dimension",,
788,a close up of a spider on a white background with a blue circle,"frame:Shapes, frame:Color",,
791,arafed man walking past a car on a street with a fire in the background,"frame:Vehicle, frame:Event, frame:SelfMotion, frame:Cotheme, frame:People, frame:Roadways",,
793,a couple of men walking across a room next to a piano,"frame:NoiseMakers, frame:SelfMotion, frame:Cotheme, frame:BuildingSubparts, frame:PersonalRelationship",,"folk:Association, mft:Loyalty"
794,a man with a green car sticking out of his mouth,"frame:Vehicle, frame:Attaching, frame:ObservableBodyParts, frame:CauseMotion, frame:People, frame:Placing, frame:ShapedPart, frame:BeingAttached, frame:Color, frame:InchoativeAttaching",,folk:Control
795,a poster with a hand with a painted octopus's face,"frame:Attaching, frame:ObservableBodyParts, frame:AboundingWith, frame:FacialExpression",,
796,a poster with a number of different things on it,"frame:Attaching, frame:Quantity",,folk:Independence
798,there is a bird that is flying in the sky with its wings spread,"frame:SelfMotion, frame:Motion, frame:Locale, frame:Bringing, frame:RideVehicle, frame:OperateVehicle",,
799,a close up of a dinosaur with a sign on it's back,"frame:Sign, frame:PartOrientational",,
801,a poster with a man holding a gun and two people holding a bottle,"frame:MeasureVolume, frame:Attaching, frame:Weapon, frame:People, frame:Containers",,
803,a close up of a man with a bandage on his face,"frame:People, frame:ObservableBodyParts, frame:FacialExpression",,
804,a close up of a man with a lot of bees on his face,"frame:ObservableBodyParts, frame:Aggregate, frame:People, frame:FacialExpression, frame:Quantity",,
805,teenagen amiga cover artwork by matto,"frame:LaborProduct, frame:WorkingOn",,
811,a close up of a person on a skateboard on a rail,"frame:People, frame:ArchitecturalPart, frame:OperateVehicle",,
812,"a poster for the horror movie, the house on the hill","frame:Fear, frame:Attaching, frame:Creating, frame:Buildings, frame:BehindTheScenes, frame:IntentionallyCreate, frame:ExperiencerObj, frame:NaturalFeatures",be:Fear,
813,a close up of a person dipping a tea bag into a cup of tea,"frame:MeasureVolume, frame:People, frame:Containers",,
817,an old advertiser advertises a car that has been wrecked,"frame:Vehicle, frame:JudgmentCommunication, frame:Destroying, frame:Age, frame:Bringing, frame:OperateVehicle",,mft:Harm
818,a close up of two babies in a suitcase with plastic covering,"frame:Containers, frame:SubstanceByPhase",,
822,a close up of a cookie in the water with a white background,"frame:Food, frame:Color, frame:Substance",,
824,two cans of soda and a can of soda are shown,"frame:MeasureVolume, frame:Obviousness, frame:Reasoning, frame:CauseToPerceive, frame:Containers, frame:Evidence",,
825,a white poster with a man holding a baseball bat and a dog,"frame:People, frame:Attaching, frame:Color, frame:Animals",,
826,a close up of a dog pulling a wheelbarrow with pigs in it,"frame:Vehicle, frame:IngestSubstance, frame:BearingArms, frame:CauseMotion, frame:Motion, frame:Containers, frame:Manipulation, frame:EarningsAndLosses, frame:Animals, frame:Removing",,folk:Control
827,a woman in a bikini standing in a field with a dog,"frame:People, frame:OccupyRank, frame:Animals",,"mft:Authority, folk:Consideration"
828,a close up of a street light with a car driving by,"frame:Vehicle, frame:LocationOfLight, frame:Roadways, frame:Travel",,
829,a close up of a skeleton with a book on a table,"frame:Text, frame:PartOrderedSegments",,
831,araffe and a bear in a white suit with a beehive,"frame:Clothing, frame:Color, frame:LocaleByUse, frame:BeingEmployed",,
835,a close up of a woman in a wedding dress holding a flower,"frame:People, frame:Clothing, frame:Progress",,folk:Development
836,a close up of a white elephant with blue designs on it,frame:Color,,
840,a close up of a car driving on a road with a lightning in the background,"frame:Vehicle, frame:SelfMotion, frame:CauseMotion, frame:Roadways, frame:Bringing, frame:RideVehicle, frame:OperateVehicle",,
842,a man in a cage is swimming next to a shark,"frame:People, frame:SelfMotion",,folk:Control
843,a close up of a bottle of alcohol with a cord attached to it,"frame:MeasureVolume, frame:Intoxicants, frame:Containers, frame:Connectors",,
844,three banners with a pig in a car and a pig in a truck,"frame:Vehicle, frame:Animals",,
850,arafed water tower with a sign that says eat chicken by the galloin,"frame:Buildings, frame:Sign, frame:Food, frame:Ingestion, frame:BuildingSubparts, frame:Substance",,
851,a poster for a boat driving event with a lot of cars,"frame:Vehicle, frame:Attaching, frame:Event, frame:Aggregate, frame:SelfMotion, frame:CauseMotion, frame:Quantity, frame:Bringing, frame:RideVehicle, frame:OperateVehicle",,
852,a poster for a movie with a little girl in a dress,"frame:Attaching, frame:Creating, frame:Clothing, frame:IntentionallyCreate, frame:BehindTheScenes, frame:People, frame:Dimension, frame:Size",,
853,a woman in an orange uniform catching a soccer ball with her hands,"frame:Clothing, frame:People, frame:Getting, frame:Manipulation, frame:HuntingSuccessOrFailure, frame:Taking",,folk:Control
856,a poster for the movie the exorcist,"frame:Attaching, frame:Creating, frame:IntentionallyCreate, frame:BehindTheScenes, frame:Removing",,
858,two pictures of a shark fin sticking out of the water,"frame:Attaching, frame:ObservableBodyParts, frame:CauseMotion, frame:Placing, frame:BeingAttached, frame:Substance, frame:InchoativeAttaching",,
861,araffe sitting on its hind legs with a bottle of alcohol in its mouth,"frame:MeasureVolume, frame:Intoxicants, frame:ObservableBodyParts, frame:ChangePosture, frame:BeingLocated, frame:Posture, frame:Containers, frame:ShapedPart, frame:Placing",,folk:Control
862,a small switch could help cut heart disease,"frame:Awareness, frame:ExperienceBodilyHarm, frame:CauseHarm, frame:Opinion, frame:Cutting, frame:MedicalConditions, frame:Assistance, frame:Dimension, frame:Size",,"mft:Care, folk:Consciousness, bhv:Benevolence, mft:Harm, folk:Helping, folk:BadHealth"
865,arafed image of a man in a black coat and hat with a cane,"frame:Awareness, frame:Clothing, frame:Accoutrements, frame:People, frame:Color",,folk:Consciousness
868,there is a poster with a man riding a whale on it,"frame:Attaching, frame:People, frame:Travel, frame:RideVehicle, frame:OperateVehicle",,
872,people are shopping in a clothing store with a small child,"frame:Clothing, frame:LocaleByUse, frame:Shopping, frame:People, frame:PeopleByAge, frame:Dimension, frame:Size, frame:Businesses",,mft:Care
873,a poster for a new wife's new rules toilet,"frame:Familiarity, frame:Attaching, frame:PersonalRelationship, frame:BuildingSubparts",,"folk:Family, folk:Experience"
874,a vintage ad for four roses beer with a glass of hot tea,"frame:Temperature, frame:Food, frame:SubjectiveTemperature, frame:AmbientTemperature, frame:Substance",,
875,a picture taken from a window of a hockey rink with a broken ice,"frame:Buildings, frame:Needing, frame:InchoativeChangeOfTemperature, frame:ConnectingArchitecture, frame:TakingTime, frame:Sensation, frame:HaveAsRequirement, frame:CauseTemperatureChange, frame:OpticalImage, frame:RequiredEvent",,
877,arafed image of a woman sitting on a stage with a man in a costume,"frame:Awareness, frame:TimePeriodOfAction, frame:Clothing, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:Placing",,folk:Consciousness
881,a vintage advertiser for a hair product featuring a man in a top hat,"frame:ObservableBodyParts, frame:Accoutrements, frame:JudgmentCommunication, frame:People, frame:OccupyRank, frame:PartOrientational, frame:CommerceSell, frame:HairConfiguration",,"mft:Authority, folk:Consideration"
